Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64,TotalExpt
F5H5D3,Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=2 SV=1,TUBA1C,117,1740,519,57.693,5.07,308,0.996323677,0.897181466,0.76184027,0.644996522,0.517523952,0.299697458,0.151219785,0.084578796,0.062675495,0.049631846,8
P13667,Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2,PDIA4,228,1751,645,72.887,5.07,719,0.996323677,0.997038563,1.023183358,0.984851989,0.861860699,0.468983522,0.199438273,0.096258542,0.064272805,0.048785501,8
P23381,"Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens GN=WARS PE=1 SV=2",WARS,115,1221,471,53.132,6.23,501,0.996323677,1.003718881,1.022899703,0.999529959,1.023354411,0.950812156,0.826903108,0.678537162,0.605211769,0.488925229,8
P30101,Protein disulfide-isomerase A3 OS=Homo sapiens GN=PDIA3 PE=1 SV=4,PDIA3,173,1440,505,56.747,6.35,457,0.996323677,0.979415494,0.919175281,0.749304607,0.410409579,0.219850103,0.116363206,0.069605953,0.050725598,0.037256009,8
P35580,Isoform 3 of Myosin-10 OS=Homo sapiens GN=MYH10,MYH10,493,1853,1997,231.226,5.53,545,0.996323677,1.044423858,1.094925591,1.076616549,0.765693786,0.357349894,0.273492247,0.114859448,0.075345738,0.058098743,8
P00491,Purine nucleoside phosphorylase OS=Homo sapiens GN=PNP PE=1 SV=2,PNP,111,1120,289,32.097,6.95,446,0.996323677,1.015412453,1.019338762,0.993155653,0.959899464,0.898989811,0.800493386,0.708623389,0.593240915,0.544738267,8
P42704,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3",LRPPRC,322,1399,1394,157.805,6.13,596,0.996323677,0.89503144,0.471338653,0.277576892,0.165635537,0.10091496,0.067117463,0.049174716,0.038351292,0.030198977,8
P37837,Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2,TALDO1,109,1754,337,37.516,6.81,716,0.996323677,1.002348624,1.012648683,0.977381725,0.817985416,0.459943123,0.29643344,0.21703938,0.176114019,0.137644949,8
Q12931,"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3",TRAP1,175,1816,704,80.06,8.21,468,0.996323677,0.996533802,1.015566689,0.969138071,0.879782224,0.531114786,0.180276316,0.108976976,0.066753788,0.053577581,8
P07355,Annexin A2 OS=Homo sapiens GN=ANXA2 PE=1 SV=2,ANXA2,139,1143,339,38.58,7.75,441,0.996323677,1.013476316,1.031972463,1.000370196,0.956410173,0.72405123,0.249297388,0.110740776,0.07102537,0.056006746,8
P26640,Valine--tRNA ligase OS=Homo sapiens GN=VARS PE=1 SV=4,VARS,255,1237,1264,140.387,7.59,511,0.996323677,0.984506639,0.90096751,0.620153003,0.325737384,0.208980591,0.120106858,0.079296628,0.060906305,0.049123055,8
Q16658,Fascin OS=Homo sapiens GN=FSCN1 PE=1 SV=3,FSCN1,175,2248,493,54.496,7.24,873,0.996323677,1.001109822,1.030440108,0.987532742,0.94108404,0.7971676,0.546379585,0.248214253,0.116495057,0.07810511,8
Q01082,"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2",SPTBN1,472,1390,2364,274.439,5.57,517,0.996323677,1.00997393,0.923071186,0.845818836,0.786114519,0.644116709,0.350700666,0.145665816,0.099084118,0.076303582,8
P55060,Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3,CSE1L,225,1319,971,110.346,5.77,560,0.996323677,0.98672059,1.004698217,0.968914927,0.878512246,0.476881543,0.143131578,0.092690508,0.06130461,0.047855766,8
O43852,Isoform 3 of Calumenin OS=Homo sapiens GN=CALU,CALU,149,1234,323,38.027,4.63,169,0.996323677,0.981608321,0.967976141,0.894435437,0.889764449,0.804971497,0.700550544,0.616725304,0.502047498,0.487404222,8
P06454,Prothymosin alpha OS=Homo sapiens GN=PTMA PE=1 SV=2,PTMA,60,1808,111,12.196,3.78,708,0.996323677,0.998980001,1.00392363,1.001825707,1.024687415,0.939946804,0.810989353,0.724108616,0.703697344,0.657563046,8
Q7Z6Z7,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3,HUWE1,454,1274,4374,481.589,5.22,528,0.996323677,0.983047436,0.989324186,0.941656996,0.819494433,0.496479542,0.230799066,0.115479706,0.075757463,0.058132383,8
Q01518,Adenylyl cyclase-associated protein 1 OS=Homo sapiens GN=CAP1 PE=1 SV=5,CAP1,144,1545,475,51.869,8.06,650,0.996323677,0.993513361,1.015589898,0.995687348,0.975620792,0.820606969,0.228745575,0.122542797,0.072756939,0.06055797,8
Q5T4S7,Isoform 2 of E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens GN=UBR4,UBR4,527,1463,5204,575.592,6.01,583,0.996323677,0.967393273,0.879276664,0.735566556,0.458397353,0.225538153,0.124831267,0.081558541,0.060306776,0.046630055,8
P18669,Phosphoglycerate mutase 1 OS=Homo sapiens GN=PGAM1 PE=1 SV=2,PGAM1,72,1192,254,28.786,7.18,310,0.996323677,0.996731864,1.024179376,0.989131487,0.98405675,0.900916299,0.754965194,0.527181883,0.150063784,0.079747896,8
Q13813,"Isoform 2 of Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1",SPTAN1,416,1133,2477,284.919,5.35,239,0.996323677,1.016186767,1.023305555,1.010947883,0.988100695,0.823302699,0.505361331,0.268048477,0.122726891,0.087482013,6
Q13428,Isoform 3 of Treacle protein OS=Homo sapiens GN=TCOF1,TCOF1,308,1156,1489,152.114,9.04,82,0.996323677,0.979419671,0.992189482,1.019789903,0.908731889,0.779924423,0.539211154,0.34490775,0.321854599,0.242429466,8
P09972,Fructose-bisphosphate aldolase C OS=Homo sapiens GN=ALDOC PE=1 SV=2,ALDOC,152,1933,364,39.431,6.87,454,0.996323677,1.015912828,1.021273629,1.004238422,0.951702638,0.873723025,0.734309366,0.503283984,0.240622745,0.098362921,8
Q58FG1,Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens GN=HSP90AA4P PE=5 SV=1,HSP90AA4P,39,742,418,47.682,5.19,38,0.996323677,0.997483666,0.994029475,0.966078656,0.657510506,0.355072562,0.179107473,0.095320866,0.065555685,0.057169038,8
P22314,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3,UBA1,216,1235,1058,117.774,5.76,483,0.996323677,1.002677408,0.954217854,0.650084001,0.318139663,0.196664292,0.113524351,0.07797907,0.054965109,0.039978678,8
P60842,Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1,EIF4A1,116,1345,406,46.125,5.48,299,0.996323677,0.974254162,0.866490318,0.688408658,0.38333764,0.20598129,0.116522782,0.072409064,0.053561217,0.042586641,8
Q01105,Isoform 2 of Protein SET OS=Homo sapiens GN=SET,SET,75,3304,277,32.084,4.22,723,0.996323677,0.997102783,1.010950395,0.968729958,1.05180095,1.017513701,0.94913497,0.841547203,0.637493923,0.350098836,8
O14980,Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1,XPO1,215,1183,1071,123.306,6.06,454,0.996323677,0.986982963,0.998124867,0.956332509,0.750193616,0.261854078,0.146247753,0.087639912,0.064067659,0.052401078,8
P06744,Isoform 2 of Glucose-6-phosphate isomerase OS=Homo sapiens GN=GPI,GPI,105,1314,569,64.284,8.91,520,0.996323677,0.994207259,1.02365713,0.999998301,0.990147608,0.784727084,0.395386512,0.137184984,0.068108428,0.044593652,8
P40227,T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3,CCT6A,116,1149,531,57.988,6.68,362,0.996323677,1.002572301,0.997097906,0.979969653,0.927728489,0.784314971,0.374371171,0.128878115,0.072895524,0.051164196,8
P34897,"Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3",SHMT2,152,1230,504,55.958,8.53,357,0.996323677,1.003952265,1.00907117,0.954922193,0.925487321,0.818420332,0.648917478,0.426559813,0.188102082,0.088131837,8
P52209,"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3",PGD,118,1061,483,53.106,7.23,439,0.996323677,1.000017723,1.028442291,1.003176627,0.953105098,0.702237173,0.194636068,0.122081072,0.075711762,0.059123869,8
E9PHY5,Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=4 SV=1,EPB41L2,259,1379,935,104.296,5.39,410,0.996323677,1.000598461,1.00446284,0.962402799,0.873915491,0.695851923,0.564856949,0.467862784,0.438214628,0.396755265,8
P12277,Creatine kinase B-type OS=Homo sapiens GN=CKB PE=1 SV=1,CKB,118,1148,381,42.617,5.59,459,0.996323677,0.998576406,0.942924524,0.700332018,0.322730434,0.207002483,0.119810481,0.079158572,0.057624133,0.045220438,8
Q32Q12,Nucleoside diphosphate kinase OS=Homo sapiens GN=NME1-NME2 PE=2 SV=1,NME1,67,2499,292,32.621,8.48,588,0.996323677,0.984981444,1.019010694,0.983627507,0.992669874,0.942161634,0.820522978,0.688668101,0.497189285,0.188252406,7
P68366,Tubulin alpha-4A chain OS=Homo sapiens GN=TUBA4A PE=1 SV=1,TUBA4A,88,1150,448,49.892,5.06,110,0.996323677,0.871125444,0.765045718,0.658955227,0.508013155,0.319670468,0.148037014,0.074884818,0.047289011,0.031537491,7
Q02790,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens GN=FKBP4 PE=1 SV=3,FKBP4,152,1405,459,51.772,5.43,591,0.996323677,1.001921995,1.011628898,0.943882627,0.62956753,0.327634816,0.178996486,0.103808497,0.070004735,0.055371482,8
O43491,Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1,EPB41L2,233,1153,1005,112.519,5.44,312,0.996323677,1.000980067,1.000740653,0.95588606,0.856532667,0.669593804,0.547508615,0.45749406,0.419203939,0.391519887,7
P52272,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3,HNRNPM,171,973,730,77.464,8.7,334,0.996323677,0.963121611,0.794519174,0.652009669,0.481080903,0.353754056,0.25076233,0.197213175,0.155782582,0.133423769,8
P46013,Antigen KI-67 OS=Homo sapiens GN=MKI67 PE=1 SV=2,MKI67,385,970,3256,358.474,9.45,382,0.996323677,1.005373523,0.982366612,0.931039585,0.884954154,0.773285567,0.648637804,0.544496818,0.465635256,0.423879028,8
O95373,Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1,IPO7,152,844,1038,119.44,4.82,318,0.996323677,0.990264212,1.011996033,0.989553196,0.938108669,0.789165917,0.321733358,0.12044608,0.074373379,0.051206731,8
Q14980,Isoform 2 of Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1,NUMA1,458,1399,2101,236.372,5.8,419,0.996323677,0.924674111,0.84031342,0.789176001,0.691323125,0.485414038,0.255788286,0.142382996,0.105015767,0.086921183,8
Q16531,DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1,DDB1,236,1235,1140,126.887,5.26,368,0.996323677,0.9892414,0.996300721,0.966382403,0.895201436,0.847614053,0.728397787,0.575112636,0.256501831,0.088696058,8
E7ETY2,Treacle protein OS=Homo sapiens GN=TCOF1 PE=2 SV=1,TCOF1,144,537,1488,152.213,8.85,9,0.996323677,1.053717016,0.943069747,0.90421331,0.767995861,0.509424323,0.399778219,0.266921997,0.236551673,0.176708588,4
Q8NFC6,Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens GN=BOD1L1 PE=1 SV=2,BOD1L1,472,1243,3051,330.266,5.08,520,0.996323677,0.98374387,0.961745004,0.948118041,0.988622063,0.920845702,0.818692175,0.570061378,0.451691418,0.383360904,8
B5MDF5,GTP-binding nuclear protein Ran OS=Homo sapiens GN=RAN PE=4 SV=1,RAN,58,1427,233,26.207,7.01,562,0.996323677,0.995044403,1.002518065,0.98970512,0.971025604,0.88057107,0.758417214,0.624015335,0.504641554,0.322680276,8
O60506,Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2,SYNCRIP,190,1253,623,69.56,8.59,303,0.996323677,0.996345521,0.950735421,0.842746158,0.495640313,0.240876054,0.135616909,0.084148356,0.06084298,0.045698998,8
P51858,Hepatoma-derived growth factor OS=Homo sapiens GN=HDGF PE=1 SV=1,HDGF,141,1490,240,26.772,4.73,611,0.996323677,1.017432917,1.021667028,0.997950442,0.995037886,0.884329118,0.730307622,0.601579927,0.535186749,0.495687606,8
Q15181,Inorganic pyrophosphatase OS=Homo sapiens GN=PPA1 PE=1 SV=2,PPA1,79,869,289,32.639,5.86,321,0.996323677,1.003938393,1.036668424,1.0011594,1.012873274,0.917201428,0.765398245,0.532980523,0.263139204,0.118364184,8
P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens GN=PPP2R1A PE=1 SV=4,PPP2R1A,156,1051,589,65.267,5.11,401,0.996323677,1.005047494,1.014165424,0.976540351,0.90632399,0.702393611,0.272449218,0.120345964,0.074890418,0.055656379,8
K7EKE6,"Lon protease homolog, mitochondrial OS=Homo sapiens GN=LONP1 PE=4 SV=1",LONP1,50,192,845,95.12,6.27,86,0.996323677,0.993565849,0.920733948,0.758600025,0.587014369,0.373929092,0.172196037,0.058088507,0.046927459,0.032567071,2
Q15149,Isoform 3 of Plectin OS=Homo sapiens GN=PLEC,PLEC,647,1465,4570,517.716,5.74,590,0.996323677,0.993162421,0.968109471,0.908922457,0.746597282,0.444094169,0.229842572,0.150365489,0.114289613,0.096981771,8
P29692,Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=1 SV=5,EEF1D,175,2187,281,31.103,5.01,67,0.996323677,0.966243142,1.003683255,0.837139167,0.604028055,0.32765144,0.196790524,0.121019136,0.09094804,0.084333858,8
P33176,Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1,KIF5B,294,1284,963,109.617,6.51,394,0.996323677,1.002295331,0.986160604,0.934265957,0.71829198,0.273222204,0.136045193,0.07950662,0.058321242,0.046505089,8
P67809,Nuclease-sensitive element-binding protein 1 OS=Homo sapiens GN=YBX1 PE=1 SV=3,YBX1,95,1262,324,35.903,9.88,403,0.996323677,1.021769585,1.036218027,1.00029891,1.042913586,0.945137509,0.772468716,0.359940689,0.189895851,0.150414044,7
P61978,Isoform 2 of Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK,HNRNPK,151,1443,464,50.996,5.33,585,0.996323677,0.978632183,0.864009375,0.647280021,0.353798975,0.216118228,0.135068608,0.096389207,0.074722697,0.064510743,8
P31947,14-3-3 protein sigma OS=Homo sapiens GN=SFN PE=1 SV=1,SFN,20,825,248,27.757,4.74,5,0.996323677,1.002148032,1.021864825,0.910791549,0.881339006,0.792375946,0.60404309,0.270756175,0.097679264,0.071798658,5
Q12888,Isoform 2 of Tumor suppressor p53-binding protein 1 OS=Homo sapiens GN=TP53BP1,TP53BP1,303,906,1977,213.985,4.7,387,0.996323677,1.006213864,0.976237193,0.876149414,0.684711191,0.498867564,0.340741855,0.237330141,0.187426004,0.160903969,8
P41252,"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2",IARS,257,1055,1262,144.406,6.15,160,0.996323677,0.960550177,0.756185098,0.494167506,0.298687016,0.150081066,0.084753843,0.064632276,0.05045611,0.036688129,8
P35237,Serpin B6 OS=Homo sapiens GN=SERPINB6 PE=1 SV=3,SERPINB6,111,809,376,42.594,5.27,346,0.996323677,1.018735461,1.025919892,1.003747182,0.979651933,0.897913366,0.712396202,0.341086503,0.098847626,0.069195244,8
P15531,Isoform 2 of Nucleoside diphosphate kinase A OS=Homo sapiens GN=NME1,NME1,54,2461,177,19.641,5.58,684,0.996323677,0.989552476,1.018260444,0.97817085,0.994870331,0.940115804,0.823997821,0.696921981,0.490206522,0.182605056,8
Q15075,Early endosome antigen 1 OS=Homo sapiens GN=EEA1 PE=1 SV=2,EEA1,403,1371,1411,162.367,5.68,534,0.996323677,1.014328035,1.005806807,0.980013423,0.972565952,0.896987967,0.796036698,0.698313128,0.620903653,0.581007788,8
P41250,Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3,GARS,146,1337,739,83.113,7.03,551,0.996323677,1.0011891,1.010984163,0.979731842,0.956077051,0.885533336,0.764728691,0.637655627,0.45074948,0.144687341,8
P49411,"Elongation factor Tu, mitochondrial OS=Homo sapiens GN=TUFM PE=1 SV=2",TUFM,139,970,452,49.51,7.61,432,0.996323677,0.937812226,0.790014667,0.551486212,0.319846116,0.164672821,0.082585846,0.053660199,0.038105756,0.029981415,8
O60664,Perilipin-3 OS=Homo sapiens GN=PLIN3 PE=1 SV=3,PLIN3,240,1807,434,47.046,5.44,410,0.996323677,0.986163092,1.003676099,0.965481625,0.923962182,0.842099447,0.697659386,0.518418247,0.385382547,0.304410477,8
P25786,Isoform Long of Proteasome subunit alpha type-1 OS=Homo sapiens GN=PSMA1,PSMA1,100,1324,269,30.22,6.99,407,0.996323677,1.008291843,0.993701137,0.964365664,0.938657504,0.806097634,0.67584671,0.555247841,0.531509182,0.452482537,8
Q96KP4,Cytosolic non-specific dipeptidase OS=Homo sapiens GN=CNDP2 PE=1 SV=2,CNDP2,128,769,475,52.845,5.97,277,0.996323677,1.008530787,1.025808536,0.981914333,0.980327844,0.90283733,0.815482669,0.680514273,0.547833951,0.429194939,8
Q8NC51,Isoform 3 of Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1,SERBP1,185,1589,393,43.11,8.44,150,0.996323677,0.979210626,0.986867074,1.0370753,0.992107299,0.929183402,0.827863768,0.790152223,0.562758667,0.519633823,8
A2A274,"Aconitate hydratase, mitochondrial OS=Homo sapiens GN=ACO2 PE=2 SV=1",ACO2,190,999,805,87.765,7.37,408,0.996323677,0.991687079,0.995086716,0.940694033,0.85510626,0.386665728,0.155864443,0.09300081,0.065694799,0.054142447,8
P13804,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens GN=ETFA PE=1 SV=1",ETFA,83,584,333,35.058,8.38,240,0.996323677,0.964850375,0.913322526,0.858593624,0.799819369,0.628046055,0.379709901,0.144503606,0.064830186,0.037758475,8
Q15084,Isoform 2 of Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6,PDIA6,89,739,492,53.867,5.33,312,0.996323677,0.987838672,1.024123904,0.988279934,0.904537051,0.657980546,0.273142257,0.117009985,0.073202908,0.052324566,7
Q9BUF5,Tubulin beta-6 chain OS=Homo sapiens GN=TUBB6 PE=1 SV=1,TUBB6,123,1486,446,49.825,4.88,77,0.996323677,0.975022522,0.841721145,0.715533313,0.47863839,0.269254353,0.155101081,0.081883683,0.051884342,0.039050058,8
P52597,Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3,HNRNPF,85,694,415,45.643,5.58,226,0.996323677,0.97724445,0.948139989,0.83192111,0.538961857,0.285501776,0.173208231,0.116055692,0.093412715,0.068218929,8
H9KV28,Protein diaphanous homolog 1 OS=Homo sapiens GN=DIAPH1 PE=4 SV=1,DIAPH1,300,1126,1273,141.481,5.47,470,0.996323677,0.98732197,0.985709654,0.909731012,0.525816488,0.301332366,0.164004613,0.094934886,0.071484993,0.056502156,8
E9PRY8,Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=3 SV=1,EEF1D,62,690,697,76.523,7.05,22,0.996323677,1.031475312,0.982737955,0.8601731,0.62845653,0.333602191,0.204834856,0.140735229,0.111292568,0.105198682,5
O43143,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2,DHX15,191,830,795,90.875,7.46,330,0.996323677,1.012578173,1.010283508,0.972601698,0.830081345,0.595154752,0.338480131,0.14208705,0.087725551,0.067444248,8
P62195,26S protease regulatory subunit 8 OS=Homo sapiens GN=PSMC5 PE=1 SV=1,PSMC5,156,1025,406,45.597,7.55,358,0.996323677,0.998878971,0.950295802,0.830053205,0.597022658,0.320435555,0.163713133,0.086249203,0.058229558,0.045890292,8
O00231,Isoform 2 of 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens GN=PSMD11,PSMD11,156,867,423,47.505,6.48,353,0.996323677,0.987708629,0.961516054,0.831644193,0.579969852,0.290034846,0.138296993,0.074013522,0.052999796,0.041186116,8
F5H2F4,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=3 SV=1",MTHFD1,61,259,1020,110.544,8.43,108,0.996323677,0.992850548,0.84622686,0.409088923,0.20878208,0.121339687,0.071915132,0.039213774,0.026942475,0.019558973,2
P02100,Hemoglobin subunit epsilon OS=Homo sapiens GN=HBE1 PE=1 SV=2,HBE1,69,1479,147,16.192,8.63,264,0.996323677,0.987638746,0.993354963,0.961093348,0.935940012,0.846138388,0.72812154,0.569463819,0.408882456,0.238716763,8
Q9NSI8,SAM domain-containing protein SAMSN-1 OS=Homo sapiens GN=SAMSN1 PE=1 SV=1,SAMSN1,153,1112,373,41.682,5.43,294,0.996323677,0.993620297,0.969160108,0.873647593,0.698850914,0.40140362,0.240382831,0.146289826,0.105325652,0.088607197,8
P39687,Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1,ANP32A,79,1210,249,28.568,4.09,241,0.996323677,0.983064497,1.023659419,0.992373046,0.978721132,0.921021873,0.7873476,0.632164513,0.535308135,0.450882395,8
B7Z9C2,Nucleosome assembly protein 1-like 1 OS=Homo sapiens GN=NAP1L1 PE=2 SV=1,NAP1L1,59,666,349,40.487,4.58,99,0.996323677,1.032906605,1.020048961,0.985220874,0.898419194,0.740955753,0.396121295,0.154564419,0.077792066,0.059950623,8
Q04637,Isoform D of Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1,EIF4G1,136,512,1435,158.419,5.21,5,0.996323677,0.993292963,0.822978582,0.550992488,0.429100916,0.25866285,0.183050544,0.133645188,0.113927639,0.077103016,4
P06753,Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=1,TPM3,260,2737,284,32.799,4.72,119,0.996323677,1.045238987,1.081422859,1.048361766,1.015398319,0.941054334,0.864363479,0.771284729,0.671967784,0.645274852,8
O43242,26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2,PSMD3,163,958,534,60.939,8.44,353,0.996323677,0.994184078,0.957068723,0.842444617,0.600603624,0.30583068,0.166103376,0.093931382,0.06774242,0.052069176,8
P26639,"Threonine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=TARS PE=1 SV=3",TARS,196,1190,723,83.382,6.67,476,0.996323677,1.000005051,1.009531368,0.962065074,0.817058052,0.5127382,0.214704007,0.104153089,0.065166505,0.049865549,8
P09622,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens GN=DLD PE=1 SV=2",DLD,100,1015,509,54.143,7.85,419,0.996323677,0.989284976,0.950384571,0.899838013,0.874758238,0.808244569,0.728474405,0.587897162,0.484808841,0.417870487,8
Q92598,Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1 PE=1 SV=1,HSPH1,215,1163,858,96.804,5.39,393,0.996323677,0.987051872,1.009366035,0.956441789,0.66619186,0.318688277,0.1798791,0.106671972,0.078768498,0.065637252,8
P28066,Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5 PE=1 SV=3,PSMA5,63,790,241,26.394,4.79,305,0.996323677,0.993099273,0.99131243,0.927930127,0.859629749,0.73964733,0.608159884,0.503830584,0.434469241,0.400594972,8
P07237,Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=3,P4HB,180,1719,508,57.081,4.87,302,0.996323677,1.001235725,1.014767418,0.989796208,0.980019763,0.904575589,0.788200583,0.520791002,0.19750209,0.114804672,8
Q99497,Protein DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2,PARK7,70,2302,189,19.878,6.79,933,0.996323677,0.989981586,1.012377775,0.974645315,0.945748398,0.860458763,0.720518812,0.517532247,0.273811474,0.184237181,8
