Accession,Description,GeneName,Peptides.DMSO,PSMs.DMSO,AAs.DMSO,MW.kDA.DMSO,pI.DMSO,QuantifyingPSMs.DMSO,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
E7EWW0,UPF0505 protein C16orf62 OS=Homo sapiens GN=C16orf62 PE=4 SV=2,C16orf62,5,12,1052,118.537,7.84,4,0.993,0.996,0.887,0.689,0.428,0.261,0.136,0.103,0.092,0.079
E7EWW9,Glutathione S-transferase Mu 1 OS=Homo sapiens GN=GSTM1 PE=3 SV=1,GSTM1,4,8,237,27.599,6.7,3,0.993,0.917,0.865,0.718,0.525,0.370,0.217,0.130,0.109,0.093
E7EX17,Eukaryotic translation initiation factor 4B OS=Homo sapiens GN=EIF4B PE=4 SV=1,EIF4B,32,430,616,69.657,5.67,126,0.993,0.954,0.986,0.951,0.951,0.748,0.823,0.703,0.650,0.526
E7EX59,"Propionyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens GN=PCCB PE=2 SV=1",PCCB,5,10,570,61.615,7.99,4,0.993,0.953,0.914,0.908,0.944,0.716,0.535,0.272,0.161,0.118
E7EX73,Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=4 SV=1,EIF4G1,52,229,1436,158.547,5.21,76,0.993,0.986,0.889,0.636,0.352,0.246,0.137,0.092,0.077,0.064
E7EXA6,Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens GN=CHTF18 PE=4 SV=1,CHTF18,2,4,1184,129.322,9.41,2,0.993,0.951,0.522,0.246,0.235,0.155,0.072,0.092,0.055,0.093
E9PAU2,Ribonucleoprotein PTB-binding 1 OS=Homo sapiens GN=RAVER1 PE=2 SV=1,RAVER1,13,44,756,79.529,8.92,17,0.993,0.969,0.914,0.560,0.437,0.304,0.212,0.163,0.133,0.109
E9PAV3,Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens GN=NACA PE=4 SV=1,NACA,10,231,2078,205.295,9.58,78,0.993,1.024,0.970,0.938,0.851,0.662,0.611,0.529,0.472,0.386
E9PB61,THO complex subunit 4 OS=Homo sapiens GN=ALYREF PE=2 SV=1,ALYREF,8,31,264,27.541,11.05,15,0.993,1.031,1.013,0.930,0.725,0.573,0.314,0.216,0.140,0.126
E9PC62,CUGBP Elav-like family member 2 OS=Homo sapiens GN=CELF2 PE=4 SV=1,CELF2,8,19,521,55.696,8.6,10,0.993,0.948,0.875,0.717,0.489,0.294,0.151,0.116,0.074,0.059
E9PCR7,"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=4 SV=1",OGDH,18,73,1038,117.59,6.92,32,0.993,0.945,0.933,0.816,0.488,0.304,0.162,0.119,0.079,0.074
E9PCT1,Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 PE=2 SV=2,SRRM1,4,12,916,103.734,11.84,4,0.993,1.054,0.805,0.740,0.498,0.393,0.149,0.103,0.070,0.065
E9PDS3,Integrin alpha-9 OS=Homo sapiens GN=ITGA9 PE=2 SV=1,ITGA9,1,2,632,69.037,7.36,1,0.993,0.896,1.017,0.828,0.353,0.176,0.088,0.041,0.088,0.070
E9PEB5,Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=4 SV=1,FUBP1,36,342,655,68.861,7.93,9,0.993,1.072,1.039,0.903,0.793,0.632,0.517,0.376,0.266,0.176
E9PEB9,Dystonin OS=Homo sapiens GN=DST PE=2 SV=2,DST,5,10,7750,880.011,5.35,3,0.993,0.977,0.893,0.883,0.793,0.607,0.474,0.354,0.217,0.159
E9PFW3,AP-2 complex subunit mu OS=Homo sapiens GN=AP2M1 PE=2 SV=1,AP2M1,7,22,460,52.27,9.5,9,0.993,0.939,0.912,0.883,0.924,0.601,0.383,0.179,0.115,0.066
E9PG82,Sorcin OS=Homo sapiens GN=SRI PE=4 SV=1,SRI,2,12,72,7.246,5.01,6,0.993,0.853,0.948,0.826,0.844,0.498,0.379,0.162,0.058,0.051
E9PGC8,MAP1 light chain LC2 OS=Homo sapiens GN=MAP1A PE=2 SV=1,MAP1A,55,144,3041,331.055,4.93,60,0.993,0.986,0.935,0.842,0.676,0.477,0.312,0.286,0.181,0.119
E9PJD7,Cysteine and histidine-rich protein 1 OS=Homo sapiens GN=CYHR1 PE=4 SV=1,CYHR1,2,4,404,43.785,6.76,2,0.993,1.036,0.907,0.991,0.783,0.679,0.480,0.344,0.287,0.250
E9PL17,Polyribonucleotide 5'-hydroxyl-kinase Clp1 OS=Homo sapiens GN=CLP1 PE=4 SV=1,CLP1,7,16,436,48.909,6.27,7,0.993,0.902,0.648,0.416,0.347,0.229,0.171,0.102,0.080,0.067
E9PLM6,Midkine OS=Homo sapiens GN=MDK PE=2 SV=1,MDK,4,14,156,16.915,9.91,7,0.993,1.035,0.984,0.826,0.774,0.515,0.404,0.231,0.146,0.117
E9PN76,RING finger protein 214 OS=Homo sapiens GN=RNF214 PE=4 SV=1,RNF214,12,28,513,57.535,7.64,2,0.993,0.851,0.884,0.692,0.439,0.124,0.081,0.011,0.032,0.050
E9PN81,Ribonuclease H2 subunit C OS=Homo sapiens GN=RNASEH2C PE=2 SV=1,RNASEH2C,3,7,247,26.286,6.37,2,0.993,0.941,0.881,0.551,0.229,0.117,0.096,0.084,0.091,0.087
E9PNP3,Mth938 domain-containing protein OS=Homo sapiens GN=AAMDC PE=4 SV=1,AAMDC,6,18,141,15.578,9.06,4,0.993,0.893,0.936,0.825,0.760,0.591,0.508,0.422,0.327,0.243
E9PNT4,Uncharacterized protein OS=Homo sapiens GN=ZNF585B PE=4 SV=1,ZNF585B,2,9,56,6.402,7.52,8,0.993,0.979,0.801,0.922,0.738,0.673,0.537,0.528,0.441,0.381
E9PQA6,Protein MVB12A OS=Homo sapiens GN=MVB12A PE=4 SV=1,MVB12A,5,12,273,28.685,9.64,5,0.993,0.952,0.905,0.613,0.281,0.172,0.086,0.050,0.026,0.048
E9PR17,CD59 glycoprotein OS=Homo sapiens GN=CD59 PE=4 SV=1,CD59,4,18,130,14.519,7.77,4,0.993,1.028,1.034,0.855,0.919,0.638,0.735,0.596,0.514,0.371
E9PR30,40S ribosomal protein S30 OS=Homo sapiens GN=FAU PE=2 SV=1,FAU,2,9,98,10.898,11.56,1,0.993,1.096,1.109,1.153,1.017,0.641,0.463,0.133,0.054,0.011
E9PRG8,Uncharacterized protein C11orf48 OS=Homo sapiens GN=C11orf48 PE=2 SV=1,C11orf48,3,6,122,13.79,11.69,2,0.993,0.991,1.010,0.950,0.903,0.687,0.487,0.381,0.234,0.105
E9PSH4,Repressor of RNA polymerase III transcription MAF1 homolog OS=Homo sapiens GN=MAF1 PE=4 SV=1,MAF1,2,4,286,31.952,4.73,2,0.993,0.931,0.770,0.429,0.208,0.107,0.047,0.041,0.029,0.045
F2Z2J1,Ribosomal protein S6 kinase OS=Homo sapiens GN=RPS6KA2 PE=2 SV=1,RPS6KA2,7,25,758,85.58,6.7,3,0.993,0.940,0.913,0.807,0.653,0.348,0.272,0.241,0.267,0.188
F2Z2W7,tRNA (uracil-5-)-methyltransferase homolog A OS=Homo sapiens GN=TRMT2A PE=4 SV=1,TRMT2A,11,22,643,70.79,8.05,9,0.993,0.996,0.847,0.724,0.505,0.375,0.255,0.213,0.159,0.133
F2Z2X4,Exportin-4 OS=Homo sapiens GN=XPO4 PE=2 SV=1,XPO4,7,16,1151,130.07,5.06,5,0.993,0.977,0.875,0.822,0.725,0.504,0.324,0.278,0.195,0.187
F5GWE5,Phosphatidylinositol transfer protein alpha isoform OS=Homo sapiens GN=PITPNA PE=2 SV=1,PITPNA,4,13,270,31.782,6.55,3,0.993,0.935,0.865,1.046,0.875,0.671,0.372,0.191,0.068,0.102
F5GWP8,Junction plakoglobin OS=Homo sapiens GN=JUP PE=3 SV=1,JUP,15,42,591,66.309,5.19,13,0.993,0.989,0.880,0.747,0.746,0.514,0.354,0.223,0.163,0.102
F5GXJ1,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens GN=NDUFS7 PE=3 SV=1",NDUFS7,2,4,236,25.367,9.89,2,0.993,1.021,0.862,0.840,0.748,0.562,0.444,0.246,0.107,0.050
F5GY05,Constitutive coactivator of peroxisome proliferator-activated receptor gamma OS=Homo sapiens GN=FAM120B PE=4 SV=1,FAM120B,11,20,933,106.048,5.87,9,0.993,1.040,0.858,0.657,0.425,0.335,0.207,0.170,0.133,0.123
F5GY88,Mediator of RNA polymerase II transcription subunit 24 OS=Homo sapiens GN=MED24 PE=4 SV=2,MED24,1,2,1008,112.109,7.03,1,0.993,0.902,0.936,0.831,0.557,0.407,0.301,0.143,0.109,0.076
F5GYQ1,V-type proton ATPase subunit d 1 OS=Homo sapiens GN=ATP6V0D1 PE=2 SV=1,ATP6V0D1,2,4,392,44.631,5.14,1,0.993,0.997,0.920,0.849,0.602,0.456,0.288,0.207,0.128,0.107
F5H039,Molybdopterin molybdenumtransferase OS=Homo sapiens GN=GPHN PE=4 SV=1,GPHN,23,86,782,84.681,5.73,29,0.993,1.021,0.975,0.911,0.836,0.655,0.618,0.516,0.331,0.133
F5H0R1,Speckle targeted PIP5K1A-regulated poly(A) polymerase OS=Homo sapiens GN=TUT1 PE=4 SV=1,TUT1,6,20,912,98.374,6.43,5,0.993,0.873,0.692,0.373,0.267,0.129,0.099,0.073,0.060,0.043
F5H189,LYR motif-containing protein 4 OS=Homo sapiens GN=LYRM4 PE=2 SV=1,LYRM4,2,8,130,15.185,10.4,2,0.993,1.081,0.995,0.945,0.812,0.675,0.435,0.250,0.172,0.136
F5H1Y4,Golgi-associated PDZ and coiled-coil motif-containing protein OS=Homo sapiens GN=GOPC PE=4 SV=1,GOPC,8,26,462,50.553,6.23,12,0.993,0.904,0.789,0.417,0.269,0.128,0.080,0.059,0.042,0.051
F5H269,DmX-like protein 1 OS=Homo sapiens GN=DMXL1 PE=2 SV=1,DMXL1,7,9,3048,340.029,6.3,6,0.993,1.155,0.944,0.923,0.754,0.635,0.457,0.343,0.163,0.135
F5H2X7,Cip1-interacting zinc finger protein OS=Homo sapiens GN=CIZ1 PE=2 SV=1,CIZ1,18,49,924,102.897,6.23,18,0.993,0.950,0.945,0.802,0.693,0.492,0.356,0.260,0.171,0.136
F5H5D3,Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=2 SV=1,TUBA1C,30,638,519,57.693,5.07,87,0.993,0.951,0.901,0.754,0.650,0.467,0.347,0.206,0.087,0.048
F5H5P2,Uncharacterized protein OS=Homo sapiens PE=4 SV=1,-,4,8,479,54.169,6.43,3,0.993,0.824,0.982,0.830,0.587,0.326,0.150,0.130,0.107,0.068
F5H6I0,Beta-2-microglobulin OS=Homo sapiens GN=B2M PE=2 SV=1,B2M,1,2,122,13.963,7.44,1,0.993,0.979,0.681,0.819,0.720,0.146,0.416,0.097,0.129,0.043
F5H7W8,Uncharacterized protein C12orf43 OS=Homo sapiens GN=C12orf43 PE=4 SV=1,C12orf43,8,18,263,28.62,9.73,6,0.993,0.976,0.925,0.849,1.141,0.915,0.872,0.676,0.582,0.462
F6S8M0,N-acetylglucosamine-6-sulfatase OS=Homo sapiens GN=GNS PE=4 SV=1,GNS,11,43,584,65.668,7.97,14,0.993,1.016,0.937,0.899,0.800,0.644,0.555,0.477,0.353,0.219
F6XEV2,"Calcium uptake protein 1, mitochondrial OS=Homo sapiens GN=MICU1 PE=2 SV=1",MICU1,3,14,478,54.516,8.53,6,0.993,0.922,0.904,0.795,0.674,0.461,0.431,0.354,0.327,0.293
F6XY72,Nucleoside diphosphate kinase OS=Homo sapiens GN=NME2 PE=3 SV=1,NME2,12,131,77,8.663,5.39,16,0.993,0.994,1.002,0.932,0.939,0.795,0.863,0.780,0.650,0.555
F6XZQ7,Glutathione S-transferase Mu 2 OS=Homo sapiens GN=GSTM2 PE=3 SV=1,GSTM2,7,14,220,26.081,5.54,4,0.993,0.950,0.888,0.814,0.680,0.429,0.313,0.201,0.133,0.092
F8VQZ7,Methionine aminopeptidase OS=Homo sapiens GN=METAP2 PE=2 SV=1,METAP2,27,201,477,52.787,5.82,4,0.993,0.955,0.953,0.891,0.828,0.636,0.589,0.462,0.400,0.282
F8VVA7,Coatomer subunit zeta-1 OS=Homo sapiens GN=COPZ1 PE=4 SV=1,COPZ1,5,38,198,22.326,4.89,15,0.993,1.041,0.964,0.914,0.707,0.490,0.277,0.218,0.148,0.119
F8VWL3,"FYVE, RhoGEF and PH domain-containing protein 4 OS=Homo sapiens GN=FGD4 PE=4 SV=1",FGD4,2,4,903,100.941,7.12,2,0.993,0.986,0.909,0.761,0.455,0.294,0.370,0.162,0.207,0.102
F8VXC8,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2 PE=4 SV=1,SMARCC2,29,81,1245,136.1,5.71,15,0.993,0.921,0.759,0.370,0.250,0.135,0.095,0.049,0.052,0.054
F8VXU5,Vacuolar protein sorting-associated protein 29 OS=Homo sapiens GN=VPS29 PE=4 SV=1,VPS29,10,79,214,23.965,8.18,22,0.993,0.997,1.042,0.992,0.959,0.714,0.603,0.319,0.153,0.093
F8VYN9,ADP-ribosylation factor-like protein 1 OS=Homo sapiens GN=ARL1 PE=3 SV=1,ARL1,5,16,194,21.764,6.77,8,0.993,1.057,1.021,1.075,0.861,0.611,0.349,0.240,0.185,0.112
F8W727,60S ribosomal protein L32 OS=Homo sapiens GN=RPL32 PE=2 SV=1,RPL32,4,50,153,17.951,10.59,25,0.993,0.999,1.093,1.287,1.115,0.661,0.380,0.099,0.033,0.040
F8W7A7,Coiled-coil domain-containing protein 178 OS=Homo sapiens GN=CCDC178 PE=4 SV=1,CCDC178,3,10,891,104.556,6.77,4,0.993,1.024,0.916,0.581,0.387,0.235,0.120,0.078,0.056,0.083
F8W7C6,60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=4 SV=1,RPL10,10,85,163,18.58,9.95,21,0.993,1.028,1.030,1.089,0.898,0.601,0.358,0.185,0.087,0.073
F8W8D3,Histone RNA hairpin-binding protein OS=Homo sapiens GN=SLBP PE=2 SV=1,SLBP,5,17,277,32.075,7.47,8,0.993,1.020,0.910,0.690,0.416,0.288,0.194,0.129,0.119,0.089
F8W930,Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens GN=IGF2BP2 PE=4 SV=1,IGF2BP2,5,25,605,66.745,8.46,3,0.993,1.037,0.932,0.704,0.451,0.318,0.250,0.181,0.146,0.118
F8WDD0,Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens GN=BOD1L1 PE=4 SV=1,BOD1L1,1,2,93,9.188,5.83,1,0.993,1.042,0.882,0.842,0.624,0.576,0.375,0.322,0.247,0.230
F8WE65,Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens GN=PPIA PE=2 SV=1,PPIA,13,686,120,13.013,6.77,89,0.993,0.980,0.981,0.893,0.636,0.361,0.155,0.105,0.079,0.069
G3V119,DBIRD complex subunit KIAA1967 OS=Homo sapiens GN=KIAA1967 PE=4 SV=1,KIAA1967,25,78,598,67.235,4.75,2,0.993,0.855,0.685,0.533,0.367,0.258,0.144,0.116,0.083,0.082
G3V180,Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3 PE=4 SV=1,DPP3,19,73,757,84.324,5.03,28,0.993,0.958,0.948,0.850,0.638,0.372,0.157,0.098,0.075,0.068
G3V1L9,"Tight junction protein 1 (Zona occludens 1), isoform CRA_a OS=Homo sapiens GN=TJP1 PE=2 SV=1",TJP1,29,83,1768,197.339,6.67,37,0.993,0.964,0.969,0.799,0.557,0.356,0.243,0.167,0.121,0.082
G3V1V0,Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=4 SV=1,MYL6,15,93,161,18.026,4.77,24,0.993,0.990,0.922,0.774,0.541,0.349,0.197,0.143,0.112,0.100
G3V1V4,"Family with sequence similarity 112, member B, isoform CRA_b OS=Homo sapiens GN=GTSF1 PE=4 SV=1",GTSF1,12,88,176,20.318,6.13,30,0.993,1.040,0.966,0.927,0.849,0.671,0.601,0.489,0.394,0.326
G3V2F7,HCG2044781 OS=Homo sapiens GN=TMEM189 PE=4 SV=1,TMEM189,11,154,370,42.181,6.71,29,0.993,1.069,0.890,0.879,0.725,0.637,0.446,0.294,0.148,0.095
G3V2U7,Acylphosphatase OS=Homo sapiens GN=ACYP1 PE=3 SV=1,ACYP1,7,14,129,14.116,9.7,7,0.993,0.977,0.945,0.944,0.798,0.588,0.381,0.165,0.086,0.059
G3V3A4,SNW domain-containing protein 1 OS=Homo sapiens GN=SNW1 PE=2 SV=1,SNW1,7,28,571,65.351,9.67,13,0.993,1.030,0.983,0.906,0.780,0.590,0.409,0.330,0.248,0.175
G3V3G9,DDB1- and CUL4-associated factor 8 OS=Homo sapiens GN=DCAF8 PE=4 SV=1,DCAF8,10,39,751,84.7,5.12,6,0.993,0.985,0.938,0.735,0.608,0.365,0.248,0.131,0.143,0.112
G3V4K3,Spermatogenesis-defective protein 39 homolog OS=Homo sapiens GN=VIPAS39 PE=4 SV=1,VIPAS39,3,6,519,59.682,8.1,3,0.993,0.985,0.835,0.603,0.322,0.252,0.134,0.111,0.093,0.076
G3V4T6,Maleylacetoacetate isomerase OS=Homo sapiens GN=GSTZ1 PE=3 SV=1,GSTZ1,6,21,217,24.217,7.18,11,0.993,0.965,0.911,0.907,0.826,0.586,0.397,0.139,0.053,0.048
G3V5T9,Cyclin-dependent kinase 2 OS=Homo sapiens GN=CDK2 PE=4 SV=1,CDK2,22,90,346,39.153,8.62,30,0.993,0.984,0.918,0.828,0.671,0.442,0.291,0.190,0.114,0.089
G3V5Z7,Proteasome subunit alpha type OS=Homo sapiens GN=PSMA6 PE=3 SV=1,PSMA6,20,171,252,28.129,6.76,75,0.993,0.982,0.965,0.913,0.827,0.658,0.607,0.533,0.440,0.400
G3XAH0,"HCG2002594, isoform CRA_c OS=Homo sapiens GN=SEPT5 PE=3 SV=1",SEPT5,19,82,378,43.817,6.67,14,0.993,0.969,0.982,0.914,0.855,0.642,0.451,0.242,0.138,0.096
G3XAI2,Laminin subunit beta-1 OS=Homo sapiens GN=LAMB1 PE=4 SV=1,LAMB1,1,2,1810,200.347,4.96,1,0.993,1.004,0.932,0.911,0.746,0.538,0.387,0.240,0.184,0.152
G5E948,Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens GN=MAP4K4 PE=4 SV=1,MAP4K4,13,31,1320,150.991,7.58,6,0.993,0.987,0.929,0.741,0.499,0.240,0.140,0.048,0.069,0.056
G5E971,Collagenase 3 OS=Homo sapiens GN=MMP13 PE=4 SV=1,MMP13,2,8,489,55.767,5.97,3,0.993,1.023,1.004,0.947,0.874,0.707,0.558,0.275,0.200,0.153
G5E975,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1, isoform CRA_c OS=Homo sapiens GN=SMARCB1 PE=4 SV=1",SMARCB1,4,9,394,45.022,5.76,4,0.993,0.908,0.673,0.326,0.202,0.088,0.059,0.034,0.024,0.035
G5EA09,"Syndecan binding protein (Syntenin), isoform CRA_a OS=Homo sapiens GN=SDCBP PE=4 SV=1",SDCBP,3,9,318,34.797,8.51,3,0.993,0.972,0.932,0.899,0.668,0.427,0.239,0.167,0.109,0.095
G5EA30,"CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens GN=CELF1 PE=2 SV=1",CELF1,9,51,514,55.107,8.38,11,0.993,0.920,0.811,0.475,0.262,0.168,0.110,0.068,0.033,0.044
G8JLB6,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=2 SV=1,HNRNPH1,18,166,472,51.197,6.8,41,0.993,0.967,0.833,0.544,0.321,0.186,0.100,0.082,0.059,0.060
G8JLK1,Vesicle transport protein USE1 OS=Homo sapiens GN=USE1 PE=4 SV=1,USE1,2,5,259,29.351,9.07,2,0.993,0.974,1.009,0.968,0.954,0.937,0.902,0.936,0.618,0.229
H0YKD8,60S ribosomal protein L28 OS=Homo sapiens GN=RPL28 PE=2 SV=1,RPL28,6,64,170,19.06,11.46,27,0.993,1.042,1.108,1.228,1.072,0.689,0.389,0.141,0.094,0.065
H0YL70,Transducin-like enhancer protein 3 OS=Homo sapiens GN=TLE3 PE=2 SV=1,TLE3,23,73,782,84.425,7.27,24,0.993,1.015,0.962,0.878,0.733,0.544,0.389,0.236,0.135,0.083
H0YMC0,Uncharacterized protein C15orf57 OS=Homo sapiens GN=C15orf57 PE=2 SV=1,C15orf57,1,2,203,22.84,5.24,1,0.993,0.955,0.914,0.817,0.690,0.426,0.331,0.236,0.372,0.427
H0YMV8,40S ribosomal protein S27 OS=Homo sapiens GN=RPS27L PE=2 SV=1,RPS27L,6,49,100,11.338,9.32,11,0.993,0.979,0.967,1.029,0.817,0.529,0.349,0.162,0.122,0.085
H3BLZ8,Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=3 SV=1,DDX17,37,174,731,80.389,8.37,34,0.993,0.970,0.979,0.853,0.624,0.353,0.139,0.107,0.087,0.078
H3BM74,NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1 PE=4 SV=1,NUB1,9,27,639,73.296,6.57,11,0.993,0.940,0.823,0.514,0.310,0.200,0.129,0.079,0.082,0.067
H3BMD8,cAMP-regulated phosphoprotein 19 OS=Homo sapiens GN=ARPP19 PE=4 SV=1,ARPP19,7,56,131,14.475,8.31,6,0.993,1.013,0.909,0.854,0.741,0.550,0.484,0.419,0.334,0.292
H3BND4,Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens GN=PDXDC1 PE=3 SV=1,PDXDC1,4,8,806,88.706,5.48,4,0.993,1.014,0.845,0.470,0.344,0.209,0.185,0.108,0.117,0.113
H3BNX8,"Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens GN=COX5A PE=4 SV=1",COX5A,3,13,153,17.224,6,6,0.993,0.992,0.878,0.803,0.691,0.607,0.453,0.421,0.301,0.271
H3BP13,Trafficking protein particle complex subunit 2-like protein OS=Homo sapiens GN=TRAPPC2L PE=4 SV=1,TRAPPC2L,4,8,241,27.285,8.51,4,0.993,0.924,0.900,0.708,0.456,0.271,0.170,0.092,0.071,0.076
H3BP20,Beta-hexosaminidase OS=Homo sapiens GN=HEXA PE=2 SV=1,HEXA,10,33,540,61.96,5.21,12,0.993,0.972,0.943,0.859,0.726,0.535,0.436,0.295,0.127,0.086
H3BPE7,RNA-binding protein FUS OS=Homo sapiens GN=FUS PE=4 SV=1,FUS,12,171,527,53.465,9.36,45,0.993,0.946,0.963,0.864,0.717,0.547,0.474,0.421,0.339,0.288
H3BQK9,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=4 SV=1",MACF1,122,312,7592,860.543,5.38,20,0.993,0.992,0.923,0.753,0.425,0.241,0.176,0.130,0.101,0.078
H3BS01,Uncharacterized protein C15orf41 OS=Homo sapiens GN=C15orf41 PE=4 SV=1,C15orf41,2,4,287,32.9,6.62,2,0.993,1.003,0.965,0.711,0.442,0.275,0.126,0.082,0.057,0.054
H3BSS5,BTB/POZ domain-containing protein KCTD5 OS=Homo sapiens GN=KCTD5 PE=4 SV=1,KCTD5,2,5,246,27.109,8.43,1,0.993,0.982,0.915,0.832,0.654,0.559,0.523,0.467,0.294,0.214
H3BSW6,Cytoplasmic tRNA 2-thiolation protein 2 OS=Homo sapiens GN=CTU2 PE=4 SV=1,CTU2,14,38,586,63.641,7.01,18,0.993,0.992,0.909,0.774,0.572,0.383,0.187,0.125,0.090,0.093
H3BVG0,Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=4 SV=1,NUP93,38,149,880,99.492,5.73,57,0.993,0.961,0.860,0.600,0.367,0.207,0.112,0.075,0.068,0.067
H7BXH9,Protein N-lysine methyltransferase METTL21A OS=Homo sapiens GN=METTL21A PE=2 SV=1,METTL21A,1,2,236,26.6,6.68,1,0.993,0.975,0.985,1.034,0.766,0.705,0.420,0.273,0.258,0.164
H7BY58,Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=3 SV=1,PCMT1,13,110,286,30.339,6.73,33,0.993,1.001,1.005,0.934,0.831,0.583,0.277,0.110,0.057,0.046
H7BYJ1,E3 ubiquitin-protein ligase RNF34 OS=Homo sapiens GN=RNF34 PE=2 SV=1,RNF34,1,2,507,56.833,5.29,1,0.993,0.997,0.903,0.801,0.601,0.446,0.364,0.287,0.266,0.207
H7BYY1,"Tropomyosin 1 (Alpha), isoform CRA_m OS=Homo sapiens GN=TPM1 PE=2 SV=1",TPM1,17,162,248,28.73,4.82,13,0.993,1.015,0.995,0.961,0.838,0.674,0.591,0.469,0.405,0.355
H7BYZ3,Calcineurin subunit B type 1 OS=Homo sapiens GN=PPP3R1 PE=4 SV=1,PPP3R1,10,26,331,36.854,8.34,13,0.993,0.965,0.920,0.815,0.701,0.476,0.367,0.223,0.169,0.161
H7BZ08,Coiled-coil domain-containing protein 138 OS=Homo sapiens GN=CCDC138 PE=2 SV=1,CCDC138,1,2,104,11.731,8.57,1,0.993,0.950,0.876,0.682,0.670,0.374,0.301,0.204,0.086,0.050
H7C2I1,Protein arginine N-methyltransferase 1 OS=Homo sapiens GN=PRMT1 PE=4 SV=1,PRMT1,23,227,371,42.434,5.35,95,0.993,0.953,0.970,0.952,0.822,0.540,0.168,0.068,0.047,0.044
H7C2Q8,"EBNA1 binding protein 2, isoform CRA_d OS=Homo sapiens GN=EBNA1BP2 PE=4 SV=1",EBNA1BP2,5,17,361,40.659,9.98,5,0.993,1.072,1.087,0.953,0.709,0.491,0.341,0.239,0.161,0.105
H9KV28,Protein diaphanous homolog 1 OS=Homo sapiens GN=DIAPH1 PE=4 SV=1,DIAPH1,42,123,1273,141.481,5.47,49,0.993,0.977,0.908,0.583,0.335,0.223,0.099,0.066,0.057,0.049
I3L0E3,"28S ribosomal protein S17, mitochondrial OS=Homo sapiens GN=MRPS17 PE=2 SV=1",MRPS17,1,2,225,25.704,6.07,1,0.993,0.908,0.671,0.467,0.304,0.143,0.095,0.055,0.019,0.031
I3L1Y9,FLYWCH family member 2 OS=Homo sapiens GN=FLYWCH2 PE=4 SV=1,FLYWCH2,7,16,144,15.594,10.21,7,0.993,0.994,0.928,0.887,0.738,0.620,0.572,0.460,0.414,0.349
I3L2B0,Clustered mitochondria protein homolog OS=Homo sapiens GN=CLUH PE=2 SV=1,CLUH,23,69,769,85.471,5.47,3,0.993,0.993,0.897,0.779,0.374,0.251,0.164,0.108,0.082,0.046
I3L2J0,Protein capicua homolog OS=Homo sapiens GN=CIC PE=4 SV=1,CIC,2,4,2514,257.591,8.1,2,0.993,0.769,0.643,0.375,0.292,0.173,0.149,0.154,0.131,0.093
I3L4Q0,"HCG1818442, isoform CRA_a OS=Homo sapiens GN=FAM195B PE=4 SV=1",FAM195B,6,36,118,12.943,9.63,6,0.993,1.031,0.894,0.835,0.676,0.545,0.413,0.397,0.295,0.258
I3L504,Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens GN=EIF5A PE=4 SV=1,EIF5A,12,170,186,20.49,5.25,78,0.993,0.928,0.898,0.704,0.390,0.209,0.136,0.082,0.072,0.071
J3KMX3,Alpha-fetoprotein OS=Homo sapiens GN=AFP PE=4 SV=1,AFP,4,12,622,70.404,5.55,6,0.993,1.059,1.060,1.033,1.039,0.813,0.751,0.653,0.491,0.378
J3KMZ8,Zinc finger protein ubi-d4 OS=Homo sapiens GN=DPF2 PE=2 SV=1,DPF2,13,42,405,45.751,6.98,16,0.993,1.052,0.843,0.566,0.466,0.399,0.274,0.208,0.173,0.132
